root	surfaces	lex	type	active	Id	flags	rules	Dil	anlam
Türker			E		OZEL	özel, ad		TR	TürkEr.
Türkeş			E		OZEL	özel, ad		TR	Oğuz yazıtlarında adı geçen bir kahramanın adı.
Türkmen			E		OZEL	özel, ad		TR	Oğuzların bir kolu. Bu koldan olan. 
Türkoğlu			E		OZEL	özel, ad		TR	Türk oğlu.
Türkol			E		OZEL	özel, ad		TR	Türk ol.
Türköz			E		OZEL	özel, ad		TR	Özü, aslı Türk olan.
Türksan			E		OZEL	özel, ad		TR	Adı duyulmuş, Türk gibi ünlü.
Türkşen			E		OZEL	özel, ad		TR	Şen ve mutlu Türk anlamında.
Türkyılmaz			E		OZEL	özel, ad		TR	Direnişçi, sebat eden.
Türünk			U		OZEL	özel, ad		TR	Çalışan, etkin. -Erkek ve kadın adı olarak kullanılır.
Tüvan			E		OZEL	özel, ad		PE	Güç, kuvvet.
Tüvana			K		OZEL	özel, ad		PE	Güçlü.
Tüvanger			E		OZEL	özel, ad		PE	Zengin, mülk sahibi, varsıl.
Tüzel			U		OZEL	özel, ad		TR	Adalet, hukuk.Erkek ve kadın adı olarak kullanılır.
Tüzeman			E		OZEL	özel, ad		TR	Adaletli kimse. Yasa adamı, hukukçu.
Tüzenur			K		OZEL	özel, ad		TR	Tüze nur.
Tüzmen			E		OZEL	özel, ad		TR	Doğru, adil, güvenilir kimse.
Tüzün			U		OZEL	özel, ad		TR	Yumuşak huylu, sakin kimse, soylu, asil.- Erkek ve kadın adı olarak kullanılır.
Tüzünalp			E		OZEL	özel, ad		TR	Yumuşak başlı, sakin, asil yiğit.
Tüzüner			E		OZEL	özel, ad		TR	TuzunEr.
Ubab			E		OZEL	özel, ad		AR	Pek taşkın, coşkun. 
Ubeyd			E		OZEL	özel, ad		AR	Küçük köle, kölecik. Ashabın kullandığı isimlerdendir. Ubeyde b. el-Cerrah.
Ubeyde			U		OZEL	özel, ad		AR	Küçük köle, kölecik. Ashabın kullandığı isimlerdendir. Ubeyde b. el-Cerrah.
Ubeydullah			E		OZEL	özel, ad		AR	Allah'ın kulu.
Ucaer			E		OZEL	özel, ad		TR	Değerli, yüce kimse.
Ucatekin			E		OZEL	özel, ad		TR	Yücelikte eşsiz kimse.
Uçanay			E		OZEL	özel, ad		TR	Ay gibi yüksek anlamında.
Uçanok			E		OZEL	özel, ad		TR	Hızlı, atak, yiğit.
Uçar			E		OZEL	özel, ad		TR	Uçan, uçucu.
Uçarer			E		OZEL	özel, ad		TR	UçarEr.
Uçbay			E		OZEL	özel, ad		TR	Sınır beyi.
Uçbeyi			E		OZEL	özel, ad		TR	Selçuklu ve Osmanlılar'da sınırlardaki askeri güçlerin kumandanlarına verilen ad.
Uçhan			E		OZEL	özel, ad		TR	Sınır şehir hanı.
Uçkan			E		OZEL	özel, ad		TR	Deli dolu, havai, toy.
Uçkun			U		OZEL	özel, ad		TR	Kıvılcım. 
Uçma			E		OZEL	özel, ad		TR	Dağın karlarla örtülmüş dik yamacı.
Uçman			E		OZEL	özel, ad		TR	Uçan uçucu.
Uçuk			E		OZEL	özel, ad		TR	Uçmuş, soluk renk. 
Uçur			E		OZEL	özel, ad		TR	Vakit, an, fırsat. 
Ufki			E		OZEL	özel, ad		AR	Ufka ait, ufukla ilgili.
Ufuk			U		OZEL	özel, ad		AR	Düz arazide ya da açık denizde gökle yerin birleşir gibi göründüğü yer. 
Ufuktan			E		OZEL	özel, ad		AT	Sabah aydınlığının ufukla birleştiği nokta.
Uğan			U		OZEL	özel, ad		TR	Yüce, yüksek, güçlü.Erkek ve kadın adı olarak kullanılır.
Uğanbike			K		OZEL	özel, ad		TR	Uğan bike.
Uğraş			U		OZEL	özel, ad		TR	Güçlük ve kötülükle uğraşma, mücadele.Erkek ve kadın adı olarak kullanılır.
Uğur			U		OZEL	özel, ad		TR	İyilik, şans, talih, baht. Fırsat, tesadüf. 
Uğural			E		OZEL	özel, ad		TR	Uğural.
Uğuralp			E		OZEL	özel, ad		TR	Hayırlı yiğit.
Uğurata			E		OZEL	özel, ad		TR	Hayırlı ata.
Uğuray			U		OZEL	özel, ad		TR	Uğurlu ay.Erkek ve kadın adı olarak kullanılır.
Uğurcan			U		OZEL	özel, ad		TR	İyilikçi ve candan.Erkek ve kadın adı olarak kullanılır.
Uğurel			E		OZEL	özel, ad		TR	Eli uğurlu olan.
Uğurhan			E		OZEL	özel, ad		TR	Hayırlı lider.
Uğurlu			U		OZEL	özel, ad		TR	Uğurlu olan, iyilik getirdiğine inanılan, kutsal kutlu. -Erkek ve kadın adı olarak kullanılır.
Uğurlubay			E		OZEL	özel, ad		TR	Uğurlu -bay.
Uğurlubey			E		OZEL	özel, ad		TR	Uğurlu -bey.
Uğursal			E		OZEL	özel, ad		TR	Uğurla ilgili, uğurlu.
Uğursan			U		OZEL	özel, ad		TR	Uğuruyla tanınmış olan.Erkek ve kadın adı olarak kullanılır.
Uğursay			E		OZEL	özel, ad		TR	Uğur say.
Uğursel			U		OZEL	özel, ad		TR	Uğur sel.Erkek ve kadın adı olarak kullanılır.
Uğursoy			U		OZEL	özel, ad		TR	Uğurlu soydan gelen.Erkek ve kadın adı olarak kullanılır.
Uğurtan			E		OZEL	özel, ad		TR	Uğur tan.
Uğurtay			U		OZEL	özel, ad		TR	Uğurlu genç.Erkek ve kadın adı olarak kullanılır.
Uğuş			U		OZEL	özel, ad		TR	Anlayış, zeka, bekleyiş. 
Uğuz			E		OZEL	özel, ad		TR	Kutsal, mübarek. Saf, temiz.
Uhra			U		OZEL	özel, ad		AR	Başka, diğer.Erkek ve kadın adı olarak kullanılır.
Ukab			E		OZEL	özel, ad		AR	Karakuş, kartal, tavşancıl kuşu. 
Ukbe			E		OZEL	özel, ad		AR	Ashabın meşhurlarından
Ukde			E		OZEL	özel, ad		AR	Düğüm. Zor, karışık, iş. 
Ukhuvan			K		OZEL	özel, ad		AR	Papatya.
Uknum			E		OZEL	özel, ad		AR	Asıl, temel. 
Ukul			E		OZEL	özel, ad		AR	Akıl,us.
Ukuş			U		OZEL	özel, ad		TR	Anlayış, zeka, bekleyiş. 
Ula			U		OZEL	özel, ad		AR	Birinci. 
Ulaç			E		OZEL	özel, ad		TR	Bağlayan, bağlayıcı. Sınır.
Ulaçhan			E		OZEL	özel, ad		TR	Sınır hanı.
Ulağ			E		OZEL	özel, ad		TR	Ulak.
Ulaş			U		OZEL	özel, ad		TR	Amacına eriş, isteğine kavuş.Erkek ve kadın adı olarak kullanılır.
Ulu			E		OZEL	özel, ad		TR	Erdemleri bakımından çok büyük, yüce. 
Ulualp			E		OZEL	özel, ad		TR	Çok erdemli, yüce yiğit.
Uluant			E		OZEL	özel, ad		TR	Kutsal, büyük yemin.
Ulubaş			E		OZEL	özel, ad		TR	Yüce, saygın kimse.
Ulubay			E		OZEL	özel, ad		TR	Yüce, saygın, erdemli kişi.
Ulubek			E		OZEL	özel, ad		TR	Saygınlığı olan bey.
Uluberk			E		OZEL	özel, ad		TR	Saygın kişilikli yiğit..
Ulucan			E		OZEL	özel, ad		TR	Erdemli, saygın, yüce kişi.
Uluç			E		OZEL	özel, ad		TR	Selçuklular döneminde Türk beylerine verilen unvan. 
Uluçağ			E		OZEL	özel, ad		TR	Hayırlı, uğurlu dönem.
Uluçam			E		OZEL	özel, ad		TR	Uluçam.
Uluçkan			E		OZEL	özel, ad		TR	Uluçkan.
Uludağ			E		OZEL	özel, ad		TR	Çok büyük, yüce dağ.
Uludoğan			E		OZEL	özel, ad		TR	Doğuştan yüce, uğurlu kimse.
Uluer			E		OZEL	özel, ad		TR	Saygın, uğurlu, yüce kimse.
Uluerkan			E		OZEL	özel, ad		TR	Saygın, yüce, soylu kimse.
Uluğ			E		OZEL	özel, ad		TR	Ulu, büyük, saygın.
Uluhan			E		OZEL	özel, ad		TR	Büyük, saygın hükümdar.
Ulukaan			E		OZEL	özel, ad		TR	Büyük, saygın hükümdar.
Ulukan			E		OZEL	özel, ad		TR	Soylu yüce kandan gelen.
Ulukut			E		OZEL	özel, ad		TR	Çok uğurlu, kutlu kimse.
Ulum			U		OZEL	özel, ad		TR	Ululuk, haşmet, büyük gösteriş.Erkek ve kadın adı olarak kullanılır.
Uluman			E		OZEL	özel, ad		TR	Ulu, yüksek, saygın kimse.
Ulumeriç			E		OZEL	özel, ad		TR	Ulu meriç.
Ulun			U		OZEL	özel, ad		TR	Büyük, ulu. 
Ulunay			U		OZEL	özel, ad		TR	Erkek ve kadın adı olarak kullanılır.
Uluöz			E		OZEL	özel, ad		TR	Özü yüce, saygın kimse.
Ulus			U		OZEL	özel, ad		TR	Millet, halk, insan topluluğu. 
Ulusan			E		OZEL	özel, ad		TR	Adı yüce tanınmış kimse.
Ulusan			E		OZEL	özel, ad		TR	Yüce şanlı kimse.
Ulusoy			E		OZEL	özel, ad		TR	Ulu, yüce, soylu.
Ulusu			E		OZEL	özel, ad		TR	Yüce, kutlu su.
Uluşahin			E		OZEL	özel, ad		TR	Ulu şahin.
Ulutan			E		OZEL	özel, ad		TR	Ulu tan.
Ulutaş			E		OZEL	özel, ad		TR	Ulu taş.
Ulutay			E		OZEL	özel, ad		TR	Ulu tay.
Ulutekin			E		OZEL	özel, ad		TR	Yüksek şahsiyetli ve sakin kişilikli.
Ulvi			E		OZEL	özel, ad		AR	Yüksek, yüce, manevi yapısı ön plana çıkabilen.
Ulviye			K		OZEL	özel, ad		AR	Yüksek, yüce, manevi yapısı ön plana çıkabilen.
Uma			E		OZEL	özel, ad		TR	Hediye, armağan. 
Uman			E		OZEL	özel, ad		TR	Umudu olan, bekleyen, umutlu.
Umar			U		OZEL	özel, ad		TR	Çare, çıkar yol.Erkek ve kadın adı olarak kullanılır.
Umay			K		OZEL	özel, ad		TR	Orhun yazıtlarında geçen, çocukları ve hayvanları koruduğuna inanılan Tanrıça. 
Umman			U		OZEL	özel, ad		AR	Ulu, büyük, engin deniz, okyanus.Erkek ve kadın adı olarak kullanılır.
Umran			U		OZEL	özel, ad		AR	Bayındırlık, ma-murluk. 
Umur			U		OZEL	özel, ad		TR	Görgü, bilgi, deneyim.Erkek ve kadın adı olarak kullanılır.
Umural			E		OZEL	özel, ad		TR	Görgü, bilgi, deneyim kazan.
Umuralp			E		OZEL	özel, ad		TR	Görgülü, bilgili, yiğit.
Umurbay			E		OZEL	özel, ad		TR	Görgülü, bilgili, saygın kişi.
Umurbey			E		OZEL	özel, ad		TR	Görgülü, bilgili, kişi.
Umut			U		OZEL	özel, ad		TR	Ummaktan doğan, güven duygusu, ümit.Erkek ve kadın adı olarak kullanılır.
Unan			U		OZEL	özel, ad		TR	Sadakat, bağlılık. 
Unat			U		OZEL	özel, ad		TR	Doğru yolu tutan. Akıllı. Ergin.Erkek ve kadın adı olarak kullanılır.
Ungan			E		OZEL	özel, ad		TR	Onmuş kişi, mutlu. 
Unsur			U		OZEL	özel, ad		AR	.Öğe, ilke, eleman. -Erkek ve kadın adı olarak kullanılır.
Ural			E		OZEL	özel, ad		TR	Hazar denizine dökülen, ırmak ve sıradağ.
Uralp			E		OZEL	özel, ad		TR	Kentli yiğit.
Uraltan			E		OZEL	özel, ad		TR	Uraltan.
Uraltay			E		OZEL	özel, ad		TR	Uraltay.
Uram			E		OZEL	özel, ad		TR	Büyük, geniş yol.
Uran			U		OZEL	özel, ad		TR	Yetenekli, usta, becerikli.Erkek ve kadın adı olarak kullanılır.
Urandu			E		OZEL	özel, ad		TR	Seçkin, seçilmiş. 
Urangu			E		OZEL	özel, ad		TR	Savaşçı, savaşkan.
Uraz			E		OZEL	özel, ad		TR	Şans, talih.
Uraza			E		OZEL	özel, ad		AR	.Hediye, armağan. 
Urgun			E		OZEL	özel, ad		TR	Vurulan, vurulmuş. Vurgun, aşık. 
Urhan			E		OZEL	özel, ad		TR	Yüksek rütbeli han.
Urkan			E		OZEL	özel, ad		TR	Kale hendeği. 
Urluk			E		OZEL	özel, ad		TR	Aile, soy sop. Tohum.
Uruç			U		OZEL	özel, ad		AR	Yukarı çıkma, yükselme, ağma.Erkek ve kadın adı olarak kullanılır.
Uruk			E		OZEL	özel, ad		TR	Tane, tohum. 
Uruz			E		OZEL	özel, ad		TR	Hedef, amaç, gaye.
Urve			U		OZEL	özel, ad		TR	Kulp, sağlam. Urvetü'l-Vuska, sağlam kulp.Erkek ve kadın adı olarak kullanılır. Sahabe adlarındandır
Urza			U		OZEL	özel, ad		AR	Hedef, amaç.Erkek ve kadın adı olarak kullanılır.
Usal			E		OZEL	özel, ad		TR	Gamsız, kedersiz, keyfine düşkün. 
Usalan			E		OZEL	özel, ad		TR	Akıl alan, akıllı.
Usalp			E		OZEL	özel, ad		TR	Akıllı yiğit.
Usare			K		OZEL	özel, ad		TR	Özsu.
Usbay			E		OZEL	özel, ad		TR	Akıllı, saygın kişi.
Usberk			E		OZEL	özel, ad		TR	Şimşek gibi parlak akıllı kimse.
Usbey			E		OZEL	özel, ad		TR	Akıllı kişi.
User			E		OZEL	özel, ad		TR	Akıllı kişi.
Ushan			E		OZEL	özel, ad		TR	Akıllı hükümdar.
Uskan			E		OZEL	özel, ad		TR	Akıllı soydan gelen.
Uslu			U		OZEL	özel, ad		TR	Akıllı, zeki, uysal, sakin kimse.Erkek ve kadın adı olarak kullanılır.
Usluer			E		OZEL	özel, ad		TR	Akıllı, olgun kişi.
Usman			E		OZEL	özel, ad		TR	Akıllı, zeki kimse.
Usum			E		OZEL	özel, ad		TR	Akıllı.
Usun			U		OZEL	özel, ad		TR	Hüzün.Erkek ve kadın adı olarak kullanılır.
Usunbike			K		OZEL	özel, ad		TR	Hüzünlü hanım.
Utarid			U		OZEL	özel, ad		AR	Merkür. Erkek ve kadın adı olarak kullanılır.Türk dil kuralına göre "d/t" olarak kullanılır.
Utbe			E		OZEL	özel, ad		AR	Meşhur sahabelerden bazılarının ismi.
Utkan			E		OZEL	özel, ad		TR	Zafer kazanmış, muzaffer. 
Utku			U		OZEL	özel, ad		TR	Birçok emek ve tehlikelerden sonra ulaşılan, mutlu sonuç, zafer.Erkek ve kadın adı olarak kullanılır.
Utman			E		OZEL	özel, ad		TR	Şerefli, edepli, terbiyeli kimse.
Uyar			E		OZEL	özel, ad		TR	Uygun yerinde. 
Uyaralp			E		OZEL	özel, ad		TR	Uysal, nazik yiğit.
Uyarel			E		OZEL	özel, ad		TR	Uyar el.
Uygan			E		OZEL	özel, ad		TR	Uyumlu, uyan.
Uygar			U		OZEL	özel, ad		TR	Kültürlü, eğilimli, görgülü, medeni.Erkek ve kadın adı olarak kullanılır.
Uygu			U		OZEL	özel, ad		TR	Uyum, uygunluk. -Erkek ve kadın adı olarak kullanılır.
Uygun			U		OZEL	özel, ad		TR	Yakışır, yaraşır, elverişli, yararlı. 
Uygunel			E		OZEL	özel, ad		TR	Uygun el.
Uyguner			E		OZEL	özel, ad		TR	Uygun uyumlu, olumlu.
Uygur			U		OZEL	özel, ad		TR	Orta Asya'da büyük devlet ve uygarlık kurmuş, yazılı anıtlarla sanat yapıtları bırakmış olan bir Türk ulusu. 
Uyguralp			E		OZEL	özel, ad		TR	Uygar yiğit. Uygur'a mensup kişi.
Uysal			U		OZEL	özel, ad		TR	Yumuşak başlı, uyumlu, boyun eğen. Terbiyeli.Erkek ve kadın adı olarak kullanılır.
Uyun			U		OZEL	özel, ad		AR	Gözler. Pınarlar, kaynaklar.Erkek ve kadın adı olarak kullanılır.
Uz			U		OZEL	özel, ad		TR	İyi, güzel. Uygun, doğru. 
Uzalp			E		OZEL	özel, ad		TR	İyi, temiz, akıllı, anlayışlı yiğit.
Uzay			U		OZEL	özel, ad		TR	Bütün varlıkların içinde bulunduğu sonsuz boşluk.Erkek ve kadın adı olarak kullanılır.
Uzbay			E		OZEL	özel, ad		TR	İyi, becerikli, temiz, akıllı ve saygın kişi.
Uzcan			E		OZEL	özel, ad		TR	Uysal, uyumlu, iyi insan.
Uzel			U		OZEL	özel, ad		TR	Usta, becerikli kişi. -Erkek ve kadın adı olarak kullanılır.
Uzer			E		OZEL	özel, ad		TR	Becerikli, akıllı kişi.
Uzgören			E		OZEL	özel, ad		TR	Gerçeği önceden görebilen.
Uzhan			E		OZEL	özel, ad		TR	Ülke ve halkına faydalı olan.
Uzkan			E		OZEL	özel, ad		TR	Erdemli soydan gelen.
Uzlet			E		OZEL	özel, ad		AR	Bir kenara çekilip toplum yaşayışından ayrı kalma.
Uzma			U		OZEL	özel, ad		AR	Büyük, en büyük. -Erkek ve kadın adı olarak kullanılır.
Uzman			U		OZEL	özel, ad		TR	Belli bir iş ya da konuda bilgi, görüş ve becerisi olan kimse.Erkek ve kadın adı olarak kullanılır.
Uzsan			E		OZEL	özel, ad		TR	Becerisi ve diğer iyi nitelikleriyle tanınan.
Uzsoy			E		OZEL	özel, ad		TR	İyi nitelikli soydan gelen.
Uztan			E		OZEL	özel, ad		TR	Uztan.
Uztaş			E		OZEL	özel, ad		TR	Uztaş.
Uztav			E		OZEL	özel, ad		TR	Uztav.
Uztay			E		OZEL	özel, ad		TR	Uztay.
Uztekin			E		OZEL	özel, ad		TR	Uztekin.
Übab			E		OZEL	özel, ad		AR	Şiddetli, taşkın sel suyu.
Übabe			K		OZEL	özel, ad		AR	Şiddetli, taşkın sel suyu.
Übey			E		OZEL	özel, ad		AR	Sahabedendir. Übey b. Ka'b.
Übeyd			E		OZEL	özel, ad		AR	Köle, kölecik, kul.- Türk dil kuralına göre "d/t" olarak kullanılır.
Übeyde			U		OZEL	özel, ad		AR	Köle, kölecik, kul.- Türk dil kuralına göre "d/t" olarak kullanılır.
Übeydullah			E		OZEL	özel, ad		AR	Allah'ın kulu.
Übhet			E		OZEL	özel, ad		AR	Büyüklük, ululuk.
Üçel			U		OZEL	özel, ad		TR	Yüce, yüksek. 
Üçer			E		OZEL	özel, ad		TR	ÜçEr.
Üçgül			K		OZEL	özel, ad		TR	Yaban yoncası. 
Üçok			E		OZEL	özel, ad		TR	Oğuz destanına göre sol kolda bulunan 12 Oğuz boyuna verilen ad.
Üftade			U		OZEL	özel, ad		PE	Düşmüş, düşkün. 
Üftadegi			E		OZEL	özel, ad		PE	Düşkünlük.
Üge			U		OZEL	özel, ad		TR	Ünlü, şöhretli.Erkek ve kadın adı olarak kullanılır.
Üke			U		OZEL	özel, ad		TR	Onur, şeref.Erkek ve kadın adı olarak kullanılır.
Üksüm			K		OZEL	özel, ad		AR	Çayırı, çimeni çok güzel bahçe.
Ülez			U		OZEL	özel, ad		TR	Batmakta olan güneş. 
Ülfer			U		OZEL	özel, ad		AR	Büyük su, ırmak. -Erkek ve kadın adı olarak kullanılır.
Ülfet			U		OZEL	özel, ad		AR	Alışma, kaynaşma. 
Ülgen			U		OZEL	özel, ad		TR	Yüce, yüksek, ulu. 
Ülgenalp			E		OZEL	özel, ad		TR	Yüce, ulu, yiğit. 
Ülgener			E		OZEL	özel, ad		TR	Yüce, ulu kimse.Ülgen -Er.
Ülger			U		OZEL	özel, ad		TR	Kumaş vb. şeylerdeki ince tüy.Erkek ve kadın adı olarak kullanılır.
Ülgü			E		OZEL	özel, ad		TR	Yakışıklı kimse. 
Ülke			U		OZEL	özel, ad		TR	Bir devletin egemenliği altında bulunan yerlerin tümü. 
Ülkem			U		OZEL	özel, ad		TR	Yurdum, vatanım. -Erkek ve kadın adı olarak kullanılır.
Ülken			U		OZEL	özel, ad		TR	Senin yurdun, senin vatanın.Erkek ve kadın adı olarak kullanılır.
Ülkenur			U		OZEL	özel, ad		TR	Yurdunu aydınlatan ışık.Erkek ve kadın adı olarak kullanılır.
Ülker			U		OZEL	özel, ad		TR	Boğa burcunda yedi yıldızdan biri.Erkek ve kadın adı olarak kullanılır.
Ülkü			U		OZEL	özel, ad		TR	Amaç edinilen, ulaşılmak istenilen şey.Erkek ve kadın adı olarak kullanılır.
Ülküm			U		OZEL	özel, ad		TR	Amacım, ulaşmak istediğim şey.Erkek ve kadın adı olarak kullanılır.
Ülkümen			E		OZEL	özel, ad		TR	Ülküsü olan. bir ülküye bağlı olan kimse.
Ülküsel			U		OZEL	özel, ad		TR	Ülkü ile ilgili, ülkü niteliğinde.Erkek ve kadın adı olarak kullanılır.
Ülmen			E		OZEL	özel, ad		TR	Denizci, deniz adamı.
Ümera			E		OZEL	özel, ad		AR	Beyler, emirler.
Ümit			U		OZEL	özel, ad		PE	Ummaktan doğan, güven duygusu, ümit.Erkek ve kadın adı olarak kullanılır.
Ümmet			E		OZEL	özel, ad		AR	Bir peygambere inananların hepsi. İslam dinine bağlı olanların hepsine verilen ad.
Ümmiye			K		OZEL	özel, ad		AR	Anneye ait, anneyle ilgili.
Ümmühan			K		OZEL	özel, ad		AR	Hükümdar anası.
Ümniye			K		OZEL	özel, ad		AR	Umut. 
Ümran			U		OZEL	özel, ad		TR	Bayındırlık, ma-murluk. 
Ünal			U		OZEL	özel, ad		TR	Adın duyulsun, tanın, ün kazan. 
Ünalan			E		OZEL	özel, ad		TR	Adı duyulmuş, ün kazanmış.
Ünaldı			E		OZEL	özel, ad		TR	Ün aldı.
Ünalmış			E		OZEL	özel, ad		TR	Ün ve şan kazanmış.
Ünalp			E		OZEL	özel, ad		TR	Tanınmış, ünlü, yiğit.
Ünan			U		OZEL	özel, ad		AR	İnleme, nalan.Erkek ve kadın adı olarak kullanılır.
Ünay			U		OZEL	özel, ad		TR	Ay gibi tanınmış, ünü parlak, şöhretli.
Ünek			E		OZEL	özel, ad		TR	Kahraman, yiğit. 
Üner			E		OZEL	özel, ad		TR	Tanınmış, ünlü yiğit.
Üngörmüş			E		OZEL	özel, ad		TR	Ün görmüş.
Üngün			E		OZEL	özel, ad		TR	Ün gün.
Üngür			E		OZEL	özel, ad		TR	Mağara.
Ünkan			E		OZEL	özel, ad		TR	Tanınmış soydan gelen, soylu kan.
Ünlem			U		OZEL	özel, ad		TR	Ses, seda, çağrı. -Erkek ve kadın adı olarak kullanılır.
Ünlü			U		OZEL	özel, ad		TR	Tanınmış, adı duyulmuş şöhretli, şanlı.Erkek ve kadın adı olarak kullanılır.
Ünlüer			E		OZEL	özel, ad		TR	Tanınmış, ünlü kimse.
Ünlüol			E		OZEL	özel, ad		TR	Adın duyulsun, ün kazan.
Ünlüsoy			E		OZEL	özel, ad		TR	Tanınmış soydan gelen.
Ünsa			K		OZEL	özel, ad		AR	Kadın, kız, nisa.
Ünsaç			U		OZEL	özel, ad		TR	Adın duyulsun, ünlen.Erkek ve kadın adı olarak kullanılır.
Ünsal			U		OZEL	özel, ad		TR	Adın duyulsun. -Erkek ve kadın adı olarak kullanılır.
Ünsan			U		OZEL	özel, ad		TR	Adın duyulsun. -Erkek ve kadın adı olarak kullanılır.
Ünsev			U		OZEL	özel, ad		TR	Erkek ve kadın adı olarak kullanılır.
Ünseven			U		OZEL	özel, ad		TR	Ün seven.Erkek ve kadın adı olarak kullanılır.
Ünsever			U		OZEL	özel, ad		TR	Ün sever.Erkek ve kadın adı olarak kullanılır.
Ünsevin			U		OZEL	özel, ad		TR	Ün sevin.Erkek ve kadın adı olarak kullanılır.
Ünsi			E		OZEL	özel, ad		AR	Alışmış, sokulgan. 
Ünsiyye			K		OZEL	özel, ad		AR	Alışmış, sokulgan. 
Ünüvar			U		OZEL	özel, ad		TR	Ünü var. 
Ünver			U		OZEL	özel, ad		TR	Ün veren.
Ünverdi			E		OZEL	özel, ad		TR	Ünlen, tanınmış ol, insan ol.Erkek ve kadın adı olarak kullanılır.
Ünveren			E		OZEL	özel, ad		TR	Ün veren.
Ünzil			E		OZEL	özel, ad		AR	Gönderilmiş, indirilmiş, inzal olunmuş.
Ünzile			K		OZEL	özel, ad		AR	Gönderilmiş, indirilmiş, inzal olunmuş.
Ürmegül			K		OZEL	özel, ad		TR	Sarmaşık.
Ürün			U		OZEL	özel, ad		TR	Üretilen, yararlı şey, topraktan elde edilen. 
Ürünay			K		OZEL	özel, ad		TR	Ürün ay.
Üründü			E		OZEL	özel, ad		TR	Seçilmiş, seçkin.
Üründübay			E		OZEL	özel, ad		TR	Seçilmiş, seçkin.
Üsgen			E		OZEL	özel, ad		TR	Yüksek. 
Üstam			E		OZEL	özel, ad		AR	Altın veya gümüşten yapılmış at eyeri. 
Üstay			E		OZEL	özel, ad		TR	Ay gibi yüksek yüce.
Üstek			E		OZEL	özel, ad		TR	Yüksek, yüce.
Üstel			E		OZEL	özel, ad		TR	Yüksek, yüce.
Üster			E		OZEL	özel, ad		TR	Çok değerli kimse.
Üstün			U		OZEL	özel, ad		TR	Benzerlerine göre daha yüksek bir düzeyde olan, onları geride bırakan. 
Üstünbay			E		OZEL	özel, ad		TR	Üstün bay. 
Üstündağ			E		OZEL	özel, ad		TR	Üstün dağ.
Üstüner			E		OZEL	özel, ad		TR	Üsten -Er.
Üveys			E		OZEL	özel, ad		AR	İsteyen, arzu eden.
Üzer			E		OZEL	özel, ad		TR	Üst. 
Üzeyir			E		OZEL	özel, ad		AR	Kur'an-ı Kerim'de adı geçen, peygamber olup ol­madığı konusunda ihtilaflı görüşler bulunan kişi. Tevbe suresi 30. ayette ismi geçer.
Üzüm			K		OZEL	özel, ad		TR	Asmanın taze ya da kuru olarak yenen ve salkım durumunda bulunan meyvesi.
Vabil			E		OZEL	özel, ad		AR	İri damlalı yağmur.
Vabile			K		OZEL	özel, ad		AR	İri damlalı yağmur.
Vacib			E		OZEL	özel, ad		AR	Dini(şer'i) bakımdan terkedilmesi doğru ve uygun olmayan, kesinlik bakımından farzdan sonra gelen. 
Vacibe			K		OZEL	özel, ad		AR	Yapılması gerekli olan.
Vacid			E		OZEL	özel, ad		AR	Yaratan, meydana çıkaran.Türk dil kuralına göre "d/t" olarak kullanılır.
Vacide			K		OZEL	özel, ad		AR	Meydana getirici, yaratıcı. 
Vafe			U		OZEL	özel, ad		PE	Nasip, kısmet. 
Vafi			E		OZEL	özel, ad		AR	Yeter, tam. Sözünde duran, sözünün eri.
Vafid			E		OZEL	özel, ad		AR	Elçi, temsilci, rasul.
Vafir			E		OZEL	özel, ad		AR	Çok, bol.
Vafire			K		OZEL	özel, ad		AR	Çok, bol.
Vafiye			K		OZEL	özel, ad		AR	Yeter, tam. Sözünde duran, sözünün eri.
Vaha			U		OZEL	özel, ad		AR	Çöllerin su bulunan kesimlerinde oluşan bitkili alan.Erkek ve kadın adı olarak kullanılır.
Vahab			E		OZEL	özel, ad		AR	Bağışlayan, ihsan eden.Türk dil kuralına göre "b/p" olarak kullanılır. "Abd" takısı alarak kullanılırsa daha iyi olur
Vahat			E		OZEL	özel, ad		AR	Çöl ortasında suyu ve yeşilliği olan yerler. Vahalar.
Vahdeddin			E		OZEL	özel, ad		AR	Dinin tekliği, birliği.Türk dil kuralına göre "d/t" olarak kullanılır.
Vahdet			E		OZEL	özel, ad		AR	Yalnızlık, teklik, birlik. 
Vahib			E		OZEL	özel, ad		AR	Bağışlayan, bağışlayıcı.Türk dil kuralına göre "b/p" olarak kullanılır.
Vahibe			K		OZEL	özel, ad		AR	Bağışlayan, bağışlayıcı.Türk dil kuralına göre "b/p" olarak kullanılır.
Vahid			E		OZEL	özel, ad		AR	Bir, tek, yalnız. Allah'ın sıfatlarındandır.Türk dil kuralına göre "d/t" olarak kullanılır.
Vahiddin			E		OZEL	özel, ad		AR	Tek din, dinin tekliği.
Vahide			K		OZEL	özel, ad		AR	Bir, tek, yalnız. Allah'ın sıfatlarındandır.Türk dil kuralına göre "d/t" olarak kullanılır.
Vaid			E		OZEL	özel, ad		AR	Birini iyiliğe sevk ve kötülükten uzaklaştırmak için korkutma, yıldırma.
Vail			E		OZEL	özel, ad		AR	Sığınan, kurtulan. Sahabe adlarındandır
Vaiz			E		OZEL	özel, ad		AR	Dinsel öğütlerde bulunan kimse.
Vaize			K		OZEL	özel, ad		AR	Dinsel öğütlerde bulunan kimse.
